"","Agrupacion","Cargo","Codigo","Distrito","Establecimiento","Fecha","IdCargo","IdCircuito","IdDistrito","IdSeccion","Mesa","Seccion","electores","envio","idAgrupacion","idAgrupacionInt","tipoVoto","votos"
"1145",NA,"CONCEJALES",6359,"Buenos Aires","COLEGIO NTRA.SRA.DE FATIMA","14-11-2021 19:35",7,"275",2,62,"00944X","Lanús",350,14,NA,NA,"impugnados",0
"1146","JUNTOS","CONCEJALES",6359,"Buenos Aires","COLEGIO NTRA.SRA.DE FATIMA","14-11-2021 19:35",7,"275",2,62,"00944X","Lanús",350,14,506,43,"positivo",126
"1147","FRENTE DE TODOS","CONCEJALES",6359,"Buenos Aires","COLEGIO NTRA.SRA.DE FATIMA","14-11-2021 19:35",7,"275",2,62,"00944X","Lanús",350,14,507,44,"positivo",92
"1148","AVANZA LIBERTAD","CONCEJALES",6359,"Buenos Aires","COLEGIO NTRA.SRA.DE FATIMA","14-11-2021 19:35",7,"275",2,62,"00944X","Lanús",350,14,503,40,"positivo",16
"1149","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","CONCEJALES",6359,"Buenos Aires","COLEGIO NTRA.SRA.DE FATIMA","14-11-2021 19:35",7,"275",2,62,"00944X","Lanús",350,14,504,41,"positivo",15
"1150","FRENTE VAMOS CON VOS","CONCEJALES",6359,"Buenos Aires","COLEGIO NTRA.SRA.DE FATIMA","14-11-2021 19:35",7,"275",2,62,"00944X","Lanús",350,14,508,45,"positivo",6
"1151",NA,"CONCEJALES",6359,"Buenos Aires","COLEGIO NTRA.SRA.DE FATIMA","14-11-2021 19:35",7,"275",2,62,"00945X","Lanús",353,14,NA,NA,"blancos",18
"1152",NA,"CONCEJALES",6359,"Buenos Aires","COLEGIO NTRA.SRA.DE FATIMA","14-11-2021 19:35",7,"275",2,62,"00945X","Lanús",353,14,NA,NA,"nulos",0
"1153",NA,"CONCEJALES",6359,"Buenos Aires","COLEGIO NTRA.SRA.DE FATIMA","14-11-2021 19:35",7,"275",2,62,"00945X","Lanús",353,14,NA,NA,"recurridos",0
"1154",NA,"CONCEJALES",6359,"Buenos Aires","COLEGIO NTRA.SRA.DE FATIMA","14-11-2021 19:35",7,"275",2,62,"00945X","Lanús",353,14,NA,NA,"comando",0
"1155",NA,"CONCEJALES",6359,"Buenos Aires","COLEGIO NTRA.SRA.DE FATIMA","14-11-2021 19:35",7,"275",2,62,"00945X","Lanús",353,14,NA,NA,"impugnados",0
"1156","JUNTOS","CONCEJALES",6359,"Buenos Aires","COLEGIO NTRA.SRA.DE FATIMA","14-11-2021 19:35",7,"275",2,62,"00945X","Lanús",353,14,506,43,"positivo",124
"1157","FRENTE DE TODOS","CONCEJALES",6359,"Buenos Aires","COLEGIO NTRA.SRA.DE FATIMA","14-11-2021 19:35",7,"275",2,62,"00945X","Lanús",353,14,507,44,"positivo",72
"1158","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","CONCEJALES",6359,"Buenos Aires","COLEGIO NTRA.SRA.DE FATIMA","14-11-2021 19:35",7,"275",2,62,"00945X","Lanús",353,14,504,41,"positivo",22
"1159","AVANZA LIBERTAD","CONCEJALES",6359,"Buenos Aires","COLEGIO NTRA.SRA.DE FATIMA","14-11-2021 19:35",7,"275",2,62,"00945X","Lanús",353,14,503,40,"positivo",20
"1160","FRENTE VAMOS CON VOS","CONCEJALES",6359,"Buenos Aires","COLEGIO NTRA.SRA.DE FATIMA","14-11-2021 19:35",7,"275",2,62,"00945X","Lanús",353,14,508,45,"positivo",13
"1161",NA,"CONCEJALES",6363,"Buenos Aires","ESCUELA EP N°31/EES N°43","14-11-2021 19:35",7,"275",2,62,"00961X","Lanús",351,14,NA,NA,"blancos",16
"1162",NA,"CONCEJALES",6363,"Buenos Aires","ESCUELA EP N°31/EES N°43","14-11-2021 19:35",7,"275",2,62,"00961X","Lanús",351,14,NA,NA,"nulos",1
"1163",NA,"CONCEJALES",6363,"Buenos Aires","ESCUELA EP N°31/EES N°43","14-11-2021 19:35",7,"275",2,62,"00961X","Lanús",351,14,NA,NA,"recurridos",0
"1164",NA,"CONCEJALES",6363,"Buenos Aires","ESCUELA EP N°31/EES N°43","14-11-2021 19:35",7,"275",2,62,"00961X","Lanús",351,14,NA,NA,"comando",0
"1165",NA,"CONCEJALES",6363,"Buenos Aires","ESCUELA EP N°31/EES N°43","14-11-2021 19:35",7,"275",2,62,"00961X","Lanús",351,14,NA,NA,"impugnados",0
"1166","JUNTOS","CONCEJALES",6363,"Buenos Aires","ESCUELA EP N°31/EES N°43","14-11-2021 19:35",7,"275",2,62,"00961X","Lanús",351,14,506,43,"positivo",112
"1167","FRENTE DE TODOS","CONCEJALES",6363,"Buenos Aires","ESCUELA EP N°31/EES N°43","14-11-2021 19:35",7,"275",2,62,"00961X","Lanús",351,14,507,44,"positivo",95
"1168","AVANZA LIBERTAD","CONCEJALES",6363,"Buenos Aires","ESCUELA EP N°31/EES N°43","14-11-2021 19:35",7,"275",2,62,"00961X","Lanús",351,14,503,40,"positivo",21
"1169","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","CONCEJALES",6363,"Buenos Aires","ESCUELA EP N°31/EES N°43","14-11-2021 19:35",7,"275",2,62,"00961X","Lanús",351,14,504,41,"positivo",14
"1170","FRENTE VAMOS CON VOS","CONCEJALES",6363,"Buenos Aires","ESCUELA EP N°31/EES N°43","14-11-2021 19:35",7,"275",2,62,"00961X","Lanús",351,14,508,45,"positivo",9
"1171",NA,"CONCEJALES",12754,"Buenos Aires","INSTITUTO MAGDALENA ABRAIN","14-11-2021 19:35",7,"275",2,62,"00973X","Lanús",351,14,NA,NA,"blancos",11
"1172",NA,"CONCEJALES",12754,"Buenos Aires","INSTITUTO MAGDALENA ABRAIN","14-11-2021 19:35",7,"275",2,62,"00973X","Lanús",351,14,NA,NA,"nulos",3
"1173",NA,"CONCEJALES",12754,"Buenos Aires","INSTITUTO MAGDALENA ABRAIN","14-11-2021 19:35",7,"275",2,62,"00973X","Lanús",351,14,NA,NA,"recurridos",0
"1174",NA,"CONCEJALES",12754,"Buenos Aires","INSTITUTO MAGDALENA ABRAIN","14-11-2021 19:35",7,"275",2,62,"00973X","Lanús",351,14,NA,NA,"comando",0
"1175",NA,"CONCEJALES",12754,"Buenos Aires","INSTITUTO MAGDALENA ABRAIN","14-11-2021 19:35",7,"275",2,62,"00973X","Lanús",351,14,NA,NA,"impugnados",0
"1176","JUNTOS","CONCEJALES",12754,"Buenos Aires","INSTITUTO MAGDALENA ABRAIN","14-11-2021 19:35",7,"275",2,62,"00973X","Lanús",351,14,506,43,"positivo",115
"1177","FRENTE DE TODOS","CONCEJALES",12754,"Buenos Aires","INSTITUTO MAGDALENA ABRAIN","14-11-2021 19:35",7,"275",2,62,"00973X","Lanús",351,14,507,44,"positivo",72
"1178","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","CONCEJALES",12754,"Buenos Aires","INSTITUTO MAGDALENA ABRAIN","14-11-2021 19:35",7,"275",2,62,"00973X","Lanús",351,14,504,41,"positivo",25
"1179","AVANZA LIBERTAD","CONCEJALES",12754,"Buenos Aires","INSTITUTO MAGDALENA ABRAIN","14-11-2021 19:35",7,"275",2,62,"00973X","Lanús",351,14,503,40,"positivo",18
"1180","FRENTE VAMOS CON VOS","CONCEJALES",12754,"Buenos Aires","INSTITUTO MAGDALENA ABRAIN","14-11-2021 19:35",7,"275",2,62,"00973X","Lanús",351,14,508,45,"positivo",10
"1181",NA,"CONCEJALES",14750,"Buenos Aires","INSTITUTO JUAN RAMON JIMENEZ","14-11-2021 19:35",7,"275",2,62,"00990X","Lanús",350,14,NA,NA,"blancos",5
"1182",NA,"CONCEJALES",14750,"Buenos Aires","INSTITUTO JUAN RAMON JIMENEZ","14-11-2021 19:35",7,"275",2,62,"00990X","Lanús",350,14,NA,NA,"nulos",0
"1183",NA,"CONCEJALES",14750,"Buenos Aires","INSTITUTO JUAN RAMON JIMENEZ","14-11-2021 19:35",7,"275",2,62,"00990X","Lanús",350,14,NA,NA,"recurridos",0
"1184",NA,"CONCEJALES",14750,"Buenos Aires","INSTITUTO JUAN RAMON JIMENEZ","14-11-2021 19:35",7,"275",2,62,"00990X","Lanús",350,14,NA,NA,"comando",0
"1185",NA,"CONCEJALES",14750,"Buenos Aires","INSTITUTO JUAN RAMON JIMENEZ","14-11-2021 19:35",7,"275",2,62,"00990X","Lanús",350,14,NA,NA,"impugnados",0
"1186","JUNTOS","CONCEJALES",14750,"Buenos Aires","INSTITUTO JUAN RAMON JIMENEZ","14-11-2021 19:35",7,"275",2,62,"00990X","Lanús",350,14,506,43,"positivo",130
"1187","FRENTE DE TODOS","CONCEJALES",14750,"Buenos Aires","INSTITUTO JUAN RAMON JIMENEZ","14-11-2021 19:35",7,"275",2,62,"00990X","Lanús",350,14,507,44,"positivo",78
"1188","AVANZA LIBERTAD","CONCEJALES",14750,"Buenos Aires","INSTITUTO JUAN RAMON JIMENEZ","14-11-2021 19:35",7,"275",2,62,"00990X","Lanús",350,14,503,40,"positivo",22
"1189","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","CONCEJALES",14750,"Buenos Aires","INSTITUTO JUAN RAMON JIMENEZ","14-11-2021 19:35",7,"275",2,62,"00990X","Lanús",350,14,504,41,"positivo",13
"1190","FRENTE VAMOS CON VOS","CONCEJALES",14750,"Buenos Aires","INSTITUTO JUAN RAMON JIMENEZ","14-11-2021 19:35",7,"275",2,62,"00990X","Lanús",350,14,508,45,"positivo",12
"1191",NA,"CONCEJALES",6369,"Buenos Aires","ESCUELA EP N°15","14-11-2021 19:35",7,"276",2,62,"01007X","Lanús",349,14,NA,NA,"blancos",8
"1192",NA,"CONCEJALES",6369,"Buenos Aires","ESCUELA EP N°15","14-11-2021 19:35",7,"276",2,62,"01007X","Lanús",349,14,NA,NA,"nulos",0
"1193",NA,"CONCEJALES",6369,"Buenos Aires","ESCUELA EP N°15","14-11-2021 19:35",7,"276",2,62,"01007X","Lanús",349,14,NA,NA,"recurridos",0
"1194",NA,"CONCEJALES",6369,"Buenos Aires","ESCUELA EP N°15","14-11-2021 19:35",7,"276",2,62,"01007X","Lanús",349,14,NA,NA,"comando",0
"1195",NA,"CONCEJALES",6369,"Buenos Aires","ESCUELA EP N°15","14-11-2021 19:35",7,"276",2,62,"01007X","Lanús",349,14,NA,NA,"impugnados",0
"1196","JUNTOS","CONCEJALES",6369,"Buenos Aires","ESCUELA EP N°15","14-11-2021 19:35",7,"276",2,62,"01007X","Lanús",349,14,506,43,"positivo",144
"1197","FRENTE DE TODOS","CONCEJALES",6369,"Buenos Aires","ESCUELA EP N°15","14-11-2021 19:35",7,"276",2,62,"01007X","Lanús",349,14,507,44,"positivo",80
"1198","AVANZA LIBERTAD","CONCEJALES",6369,"Buenos Aires","ESCUELA EP N°15","14-11-2021 19:35",7,"276",2,62,"01007X","Lanús",349,14,503,40,"positivo",22
"1199","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","CONCEJALES",6369,"Buenos Aires","ESCUELA EP N°15","14-11-2021 19:35",7,"276",2,62,"01007X","Lanús",349,14,504,41,"positivo",19
"1200","FRENTE VAMOS CON VOS","CONCEJALES",6369,"Buenos Aires","ESCUELA EP N°15","14-11-2021 19:35",7,"276",2,62,"01007X","Lanús",349,14,508,45,"positivo",6
"1201",NA,"CONCEJALES",6370,"Buenos Aires","ESCUELA EP N°19/ES N°48","14-11-2021 19:35",7,"276",2,62,"01018X","Lanús",349,14,NA,NA,"blancos",13
"1202",NA,"CONCEJALES",6370,"Buenos Aires","ESCUELA EP N°19/ES N°48","14-11-2021 19:35",7,"276",2,62,"01018X","Lanús",349,14,NA,NA,"nulos",2
"1203",NA,"CONCEJALES",6370,"Buenos Aires","ESCUELA EP N°19/ES N°48","14-11-2021 19:35",7,"276",2,62,"01018X","Lanús",349,14,NA,NA,"recurridos",0
"1204",NA,"CONCEJALES",6370,"Buenos Aires","ESCUELA EP N°19/ES N°48","14-11-2021 19:35",7,"276",2,62,"01018X","Lanús",349,14,NA,NA,"comando",0
"1205",NA,"CONCEJALES",6370,"Buenos Aires","ESCUELA EP N°19/ES N°48","14-11-2021 19:35",7,"276",2,62,"01018X","Lanús",349,14,NA,NA,"impugnados",0
"1206","JUNTOS","CONCEJALES",6370,"Buenos Aires","ESCUELA EP N°19/ES N°48","14-11-2021 19:35",7,"276",2,62,"01018X","Lanús",349,14,506,43,"positivo",158
"1207","FRENTE DE TODOS","CONCEJALES",6370,"Buenos Aires","ESCUELA EP N°19/ES N°48","14-11-2021 19:35",7,"276",2,62,"01018X","Lanús",349,14,507,44,"positivo",62
"1208","AVANZA LIBERTAD","CONCEJALES",6370,"Buenos Aires","ESCUELA EP N°19/ES N°48","14-11-2021 19:35",7,"276",2,62,"01018X","Lanús",349,14,503,40,"positivo",17
"1209","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","CONCEJALES",6370,"Buenos Aires","ESCUELA EP N°19/ES N°48","14-11-2021 19:35",7,"276",2,62,"01018X","Lanús",349,14,504,41,"positivo",13
"1210","FRENTE VAMOS CON VOS","CONCEJALES",6370,"Buenos Aires","ESCUELA EP N°19/ES N°48","14-11-2021 19:35",7,"276",2,62,"01018X","Lanús",349,14,508,45,"positivo",6
"1211",NA,"CONCEJALES",30793,"Buenos Aires","COLEGIO DEL SUR","14-11-2021 19:35",7,"276",2,62,"01075X","Lanús",351,14,NA,NA,"blancos",9
"1212",NA,"CONCEJALES",30793,"Buenos Aires","COLEGIO DEL SUR","14-11-2021 19:35",7,"276",2,62,"01075X","Lanús",351,14,NA,NA,"nulos",4
"1213",NA,"CONCEJALES",30793,"Buenos Aires","COLEGIO DEL SUR","14-11-2021 19:35",7,"276",2,62,"01075X","Lanús",351,14,NA,NA,"recurridos",0
"1214",NA,"CONCEJALES",30793,"Buenos Aires","COLEGIO DEL SUR","14-11-2021 19:35",7,"276",2,62,"01075X","Lanús",351,14,NA,NA,"comando",0
"1215",NA,"CONCEJALES",30793,"Buenos Aires","COLEGIO DEL SUR","14-11-2021 19:35",7,"276",2,62,"01075X","Lanús",351,14,NA,NA,"impugnados",0
"1216","JUNTOS","CONCEJALES",30793,"Buenos Aires","COLEGIO DEL SUR","14-11-2021 19:35",7,"276",2,62,"01075X","Lanús",351,14,506,43,"positivo",121
"1217","FRENTE DE TODOS","CONCEJALES",30793,"Buenos Aires","COLEGIO DEL SUR","14-11-2021 19:35",7,"276",2,62,"01075X","Lanús",351,14,507,44,"positivo",72
"1218","AVANZA LIBERTAD","CONCEJALES",30793,"Buenos Aires","COLEGIO DEL SUR","14-11-2021 19:35",7,"276",2,62,"01075X","Lanús",351,14,503,40,"positivo",23
"1219","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","CONCEJALES",30793,"Buenos Aires","COLEGIO DEL SUR","14-11-2021 19:35",7,"276",2,62,"01075X","Lanús",351,14,504,41,"positivo",14
"1220","FRENTE VAMOS CON VOS","CONCEJALES",30793,"Buenos Aires","COLEGIO DEL SUR","14-11-2021 19:35",7,"276",2,62,"01075X","Lanús",351,14,508,45,"positivo",8
"1221",NA,"CONCEJALES",6216,"Buenos Aires","ESCUELA EP N°23","14-11-2021 19:40",7,"259",2,62,"00007X","Lanús",350,15,NA,NA,"blancos",10
"1222",NA,"CONCEJALES",6216,"Buenos Aires","ESCUELA EP N°23","14-11-2021 19:40",7,"259",2,62,"00007X","Lanús",350,15,NA,NA,"nulos",6
"1223",NA,"CONCEJALES",6216,"Buenos Aires","ESCUELA EP N°23","14-11-2021 19:40",7,"259",2,62,"00007X","Lanús",350,15,NA,NA,"recurridos",0
"1224",NA,"CONCEJALES",6216,"Buenos Aires","ESCUELA EP N°23","14-11-2021 19:40",7,"259",2,62,"00007X","Lanús",350,15,NA,NA,"comando",0
"1225",NA,"CONCEJALES",6216,"Buenos Aires","ESCUELA EP N°23","14-11-2021 19:40",7,"259",2,62,"00007X","Lanús",350,15,NA,NA,"impugnados",0
"1226","JUNTOS","CONCEJALES",6216,"Buenos Aires","ESCUELA EP N°23","14-11-2021 19:40",7,"259",2,62,"00007X","Lanús",350,15,506,43,"positivo",126
"1227","FRENTE DE TODOS","CONCEJALES",6216,"Buenos Aires","ESCUELA EP N°23","14-11-2021 19:40",7,"259",2,62,"00007X","Lanús",350,15,507,44,"positivo",77
"1228","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","CONCEJALES",6216,"Buenos Aires","ESCUELA EP N°23","14-11-2021 19:40",7,"259",2,62,"00007X","Lanús",350,15,504,41,"positivo",23
"1229","AVANZA LIBERTAD","CONCEJALES",6216,"Buenos Aires","ESCUELA EP N°23","14-11-2021 19:40",7,"259",2,62,"00007X","Lanús",350,15,503,40,"positivo",14
"1230","FRENTE VAMOS CON VOS","CONCEJALES",6216,"Buenos Aires","ESCUELA EP N°23","14-11-2021 19:40",7,"259",2,62,"00007X","Lanús",350,15,508,45,"positivo",13
"1231",NA,"CONCEJALES",6232,"Buenos Aires","INSTITUTO SANTO CRISTO","14-11-2021 19:40",7,"260",2,62,"00042X","Lanús",354,15,NA,NA,"blancos",14
"1232",NA,"CONCEJALES",6232,"Buenos Aires","INSTITUTO SANTO CRISTO","14-11-2021 19:40",7,"260",2,62,"00042X","Lanús",354,15,NA,NA,"nulos",0
"1233",NA,"CONCEJALES",6232,"Buenos Aires","INSTITUTO SANTO CRISTO","14-11-2021 19:40",7,"260",2,62,"00042X","Lanús",354,15,NA,NA,"recurridos",0
"1234",NA,"CONCEJALES",6232,"Buenos Aires","INSTITUTO SANTO CRISTO","14-11-2021 19:40",7,"260",2,62,"00042X","Lanús",354,15,NA,NA,"comando",0
"1235",NA,"CONCEJALES",6232,"Buenos Aires","INSTITUTO SANTO CRISTO","14-11-2021 19:40",7,"260",2,62,"00042X","Lanús",354,15,NA,NA,"impugnados",0
"1236","JUNTOS","CONCEJALES",6232,"Buenos Aires","INSTITUTO SANTO CRISTO","14-11-2021 19:40",7,"260",2,62,"00042X","Lanús",354,15,506,43,"positivo",126
"1237","FRENTE DE TODOS","CONCEJALES",6232,"Buenos Aires","INSTITUTO SANTO CRISTO","14-11-2021 19:40",7,"260",2,62,"00042X","Lanús",354,15,507,44,"positivo",73
"1238","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","CONCEJALES",6232,"Buenos Aires","INSTITUTO SANTO CRISTO","14-11-2021 19:40",7,"260",2,62,"00042X","Lanús",354,15,504,41,"positivo",18
"1239","AVANZA LIBERTAD","CONCEJALES",6232,"Buenos Aires","INSTITUTO SANTO CRISTO","14-11-2021 19:40",7,"260",2,62,"00042X","Lanús",354,15,503,40,"positivo",14
"1240","FRENTE VAMOS CON VOS","CONCEJALES",6232,"Buenos Aires","INSTITUTO SANTO CRISTO","14-11-2021 19:40",7,"260",2,62,"00042X","Lanús",354,15,508,45,"positivo",9
"1241",NA,"CONCEJALES",6224,"Buenos Aires","ESCUELA EP N°6/ES N°28","14-11-2021 19:40",7,"260",2,62,"00044X","Lanús",352,15,NA,NA,"blancos",9
"1242",NA,"CONCEJALES",6224,"Buenos Aires","ESCUELA EP N°6/ES N°28","14-11-2021 19:40",7,"260",2,62,"00044X","Lanús",352,15,NA,NA,"nulos",6
"1243",NA,"CONCEJALES",6224,"Buenos Aires","ESCUELA EP N°6/ES N°28","14-11-2021 19:40",7,"260",2,62,"00044X","Lanús",352,15,NA,NA,"recurridos",24
"1244",NA,"CONCEJALES",6224,"Buenos Aires","ESCUELA EP N°6/ES N°28","14-11-2021 19:40",7,"260",2,62,"00044X","Lanús",352,15,NA,NA,"comando",0
"1245",NA,"CONCEJALES",6224,"Buenos Aires","ESCUELA EP N°6/ES N°28","14-11-2021 19:40",7,"260",2,62,"00044X","Lanús",352,15,NA,NA,"impugnados",0
"1246","JUNTOS","CONCEJALES",6224,"Buenos Aires","ESCUELA EP N°6/ES N°28","14-11-2021 19:40",7,"260",2,62,"00044X","Lanús",352,15,506,43,"positivo",101
"1247","FRENTE DE TODOS","CONCEJALES",6224,"Buenos Aires","ESCUELA EP N°6/ES N°28","14-11-2021 19:40",7,"260",2,62,"00044X","Lanús",352,15,507,44,"positivo",71
"1248","AVANZA LIBERTAD","CONCEJALES",6224,"Buenos Aires","ESCUELA EP N°6/ES N°28","14-11-2021 19:40",7,"260",2,62,"00044X","Lanús",352,15,503,40,"positivo",24
"1249","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","CONCEJALES",6224,"Buenos Aires","ESCUELA EP N°6/ES N°28","14-11-2021 19:40",7,"260",2,62,"00044X","Lanús",352,15,504,41,"positivo",12
"1250","FRENTE VAMOS CON VOS","CONCEJALES",6224,"Buenos Aires","ESCUELA EP N°6/ES N°28","14-11-2021 19:40",7,"260",2,62,"00044X","Lanús",352,15,508,45,"positivo",10
"1251",NA,"CONCEJALES",6235,"Buenos Aires","ESCUELA ES N°3","14-11-2021 19:40",7,"260",2,62,"00093X","Lanús",352,15,NA,NA,"blancos",4
"1252",NA,"CONCEJALES",6235,"Buenos Aires","ESCUELA ES N°3","14-11-2021 19:40",7,"260",2,62,"00093X","Lanús",352,15,NA,NA,"nulos",0
"1253",NA,"CONCEJALES",6235,"Buenos Aires","ESCUELA ES N°3","14-11-2021 19:40",7,"260",2,62,"00093X","Lanús",352,15,NA,NA,"recurridos",0
"1254",NA,"CONCEJALES",6235,"Buenos Aires","ESCUELA ES N°3","14-11-2021 19:40",7,"260",2,62,"00093X","Lanús",352,15,NA,NA,"comando",0
"1255",NA,"CONCEJALES",6235,"Buenos Aires","ESCUELA ES N°3","14-11-2021 19:40",7,"260",2,62,"00093X","Lanús",352,15,NA,NA,"impugnados",0
"1256","JUNTOS","CONCEJALES",6235,"Buenos Aires","ESCUELA ES N°3","14-11-2021 19:40",7,"260",2,62,"00093X","Lanús",352,15,506,43,"positivo",132
"1257","FRENTE DE TODOS","CONCEJALES",6235,"Buenos Aires","ESCUELA ES N°3","14-11-2021 19:40",7,"260",2,62,"00093X","Lanús",352,15,507,44,"positivo",80
"1258","AVANZA LIBERTAD","CONCEJALES",6235,"Buenos Aires","ESCUELA ES N°3","14-11-2021 19:40",7,"260",2,62,"00093X","Lanús",352,15,503,40,"positivo",21
"1259","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","CONCEJALES",6235,"Buenos Aires","ESCUELA ES N°3","14-11-2021 19:40",7,"260",2,62,"00093X","Lanús",352,15,504,41,"positivo",13
"1260","FRENTE VAMOS CON VOS","CONCEJALES",6235,"Buenos Aires","ESCUELA ES N°3","14-11-2021 19:40",7,"260",2,62,"00093X","Lanús",352,15,508,45,"positivo",6
"1261",NA,"CONCEJALES",10489,"Buenos Aires","COLEGIO DEL MONTE","14-11-2021 19:40",7,"261",2,62,"00217X","Lanús",354,15,NA,NA,"blancos",3
"1262",NA,"CONCEJALES",10489,"Buenos Aires","COLEGIO DEL MONTE","14-11-2021 19:40",7,"261",2,62,"00217X","Lanús",354,15,NA,NA,"nulos",0
"1263",NA,"CONCEJALES",10489,"Buenos Aires","COLEGIO DEL MONTE","14-11-2021 19:40",7,"261",2,62,"00217X","Lanús",354,15,NA,NA,"recurridos",0
"1264",NA,"CONCEJALES",10489,"Buenos Aires","COLEGIO DEL MONTE","14-11-2021 19:40",7,"261",2,62,"00217X","Lanús",354,15,NA,NA,"comando",0
"1265",NA,"CONCEJALES",10489,"Buenos Aires","COLEGIO DEL MONTE","14-11-2021 19:40",7,"261",2,62,"00217X","Lanús",354,15,NA,NA,"impugnados",0
"1266","FRENTE DE TODOS","CONCEJALES",10489,"Buenos Aires","COLEGIO DEL MONTE","14-11-2021 19:40",7,"261",2,62,"00217X","Lanús",354,15,507,44,"positivo",111
"1267","JUNTOS","CONCEJALES",10489,"Buenos Aires","COLEGIO DEL MONTE","14-11-2021 19:40",7,"261",2,62,"00217X","Lanús",354,15,506,43,"positivo",85
"1268","AVANZA LIBERTAD","CONCEJALES",10489,"Buenos Aires","COLEGIO DEL MONTE","14-11-2021 19:40",7,"261",2,62,"00217X","Lanús",354,15,503,40,"positivo",29
"1269","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","CONCEJALES",10489,"Buenos Aires","COLEGIO DEL MONTE","14-11-2021 19:40",7,"261",2,62,"00217X","Lanús",354,15,504,41,"positivo",15
"1270","FRENTE VAMOS CON VOS","CONCEJALES",10489,"Buenos Aires","COLEGIO DEL MONTE","14-11-2021 19:40",7,"261",2,62,"00217X","Lanús",354,15,508,45,"positivo",10
"1271",NA,"CONCEJALES",6253,"Buenos Aires","ESCUELA EP N°66","14-11-2021 19:40",7,"262",2,62,"00244X","Lanús",350,15,NA,NA,"blancos",12
"1272",NA,"CONCEJALES",6253,"Buenos Aires","ESCUELA EP N°66","14-11-2021 19:40",7,"262",2,62,"00244X","Lanús",350,15,NA,NA,"nulos",0
"1273",NA,"CONCEJALES",6253,"Buenos Aires","ESCUELA EP N°66","14-11-2021 19:40",7,"262",2,62,"00244X","Lanús",350,15,NA,NA,"recurridos",0
"1274",NA,"CONCEJALES",6253,"Buenos Aires","ESCUELA EP N°66","14-11-2021 19:40",7,"262",2,62,"00244X","Lanús",350,15,NA,NA,"comando",0
"1275",NA,"CONCEJALES",6253,"Buenos Aires","ESCUELA EP N°66","14-11-2021 19:40",7,"262",2,62,"00244X","Lanús",350,15,NA,NA,"impugnados",0
"1276","FRENTE DE TODOS","CONCEJALES",6253,"Buenos Aires","ESCUELA EP N°66","14-11-2021 19:40",7,"262",2,62,"00244X","Lanús",350,15,507,44,"positivo",164
"1277","JUNTOS","CONCEJALES",6253,"Buenos Aires","ESCUELA EP N°66","14-11-2021 19:40",7,"262",2,62,"00244X","Lanús",350,15,506,43,"positivo",65
"1278","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","CONCEJALES",6253,"Buenos Aires","ESCUELA EP N°66","14-11-2021 19:40",7,"262",2,62,"00244X","Lanús",350,15,504,41,"positivo",12
"1279","AVANZA LIBERTAD","CONCEJALES",6253,"Buenos Aires","ESCUELA EP N°66","14-11-2021 19:40",7,"262",2,62,"00244X","Lanús",350,15,503,40,"positivo",7
"1280","FRENTE VAMOS CON VOS","CONCEJALES",6253,"Buenos Aires","ESCUELA EP N°66","14-11-2021 19:40",7,"262",2,62,"00244X","Lanús",350,15,508,45,"positivo",7
"1281",NA,"CONCEJALES",6257,"Buenos Aires","ESCUELA EP N°37","14-11-2021 19:40",7,"262",2,62,"00291X","Lanús",351,15,NA,NA,"blancos",16
"1282",NA,"CONCEJALES",6257,"Buenos Aires","ESCUELA EP N°37","14-11-2021 19:40",7,"262",2,62,"00291X","Lanús",351,15,NA,NA,"nulos",3
"1283",NA,"CONCEJALES",6257,"Buenos Aires","ESCUELA EP N°37","14-11-2021 19:40",7,"262",2,62,"00291X","Lanús",351,15,NA,NA,"recurridos",0
"1284",NA,"CONCEJALES",6257,"Buenos Aires","ESCUELA EP N°37","14-11-2021 19:40",7,"262",2,62,"00291X","Lanús",351,15,NA,NA,"comando",0
"1285",NA,"CONCEJALES",6257,"Buenos Aires","ESCUELA EP N°37","14-11-2021 19:40",7,"262",2,62,"00291X","Lanús",351,15,NA,NA,"impugnados",0
"1286","FRENTE DE TODOS","CONCEJALES",6257,"Buenos Aires","ESCUELA EP N°37","14-11-2021 19:40",7,"262",2,62,"00291X","Lanús",351,15,507,44,"positivo",130
"1287","JUNTOS","CONCEJALES",6257,"Buenos Aires","ESCUELA EP N°37","14-11-2021 19:40",7,"262",2,62,"00291X","Lanús",351,15,506,43,"positivo",65
